Attribute_ID,Attribute_Name,Arabic_Name,Nature,Emotion_ID,Emotion_Name,Emotion_Arabic,Role,Quran_Ref,Hadith_Ref,Category,Notes
55,Israaf,الإسراف,Negative,14,Greed,الطمع,Universal_Cure,Quran 2:261,Sahih al-Bukhari 6035,Universal,Jud/balance is cure
56,Tabdhir,التبذير,Negative,14,Greed,الطمع,Disease,Quran 17:26-27,Sahih Muslim 593,Secondary,Squandering
56,Tabdhir,التبذير,Negative,2,Jealousy,الحسد,Disease,Quran 17:26-27,,Secondary,Envy causes squandering
56,Tabdhir,التبذير,Negative,1,Anger,الغضب,Disease,Quran 17:26-27,,Secondary,Anger can cause waste
56,Tabdhir,التبذير,Negative,14,Greed,الطمع,Universal_Cure,Quran 2:168,Sahih al-Bukhari 52,Universal,Wara' is cure
57,Ghaflah an al-Mawt,الغفلة عن الموت,Negative,10,Emptiness,الفراغ الروحي,Disease,Quran 62:8,Jami at-Tirmidhi 2307,Primary,Forgetting death
57,Ghaflah an al-Mawt,الغفلة عن الموت,Negative,21,Distractedness,الغفلة,Disease,Quran 62:8,,Secondary,Heedlessness of death
57,Ghaflah an al-Mawt,الغفلة عن الموت,Negative,8,Laziness,الكسل,Disease,Quran 62:8,,Secondary,Causes laziness
57,Ghaflah an al-Mawt,الغفلة عن الموت,Negative,10,Emptiness,الفراغ الروحي,Universal_Cure,Quran 62:8,Jami at-Tirmidhi 2307,Universal,Tadhakkur is cure
58,Qat' ar-Rahim,قطع الرحم,Negative,16,Hatred,الحقد,Disease,Quran 47:22-23,Sahih al-Bukhari 5984,Primary,Cutting ties from hatred
58,Qat' ar-Rahim,قطع الرحم,Negative,1,Anger,الغضب,Disease,Quran 47:22-23,,Secondary,Anger can cause cutting ties
58,Qat' ar-Rahim,قطع الرحم,Negative,9,Loneliness,الوحدة,Disease,Quran 47:22-23,,Secondary,Causes loneliness
58,Qat' ar-Rahim,قطع الرحم,Negative,16,Hatred,الحقد,Universal_Cure,Quran 49:10,Sahih al-Bukhari 2692,Universal,Islah is cure
59,Zulm,الظلم,Negative,1,Anger,الغضب,Disease,Quran 42:42,Sahih Muslim 2577,Secondary,Anger can lead to injustice
59,Zulm,الظلم,Negative,16,Hatred,الحقد,Disease,Quran 42:42,,Secondary,Grudges cause injustice
59,Zulm,الظلم,Negative,11,Arrogance,الكبر,Disease,Quran 42:42,,Secondary,Pride causes injustice
59,Zulm,الظلم,Negative,16,Hatred,الحقد,Universal_Cure,Quran 16:90,Sahih Muslim 1827,Universal,Adl is cure
60,Qanut min Rahmatillah,القنوط من رحمة الله,Negative,6,Hopelessness,اليأس,Disease,Quran 39:53,Sahih Muslim 2755,Primary,Despair of mercy
60,Qanut min Rahmatillah,القنوط من رحمة الله,Negative,34,Hopelessness,اليأس,Disease,Quran 39:53,,Primary,Repeated
60,Qanut min Rahmatillah,القنوط من رحمة الله,Negative,6,Hopelessness,اليأس,Universal_Cure,Quran 39:53,Sahih Muslim 2877,Universal,Raja is cure
66,Shakk,الشك,Negative,19,Doubt,الشك,Disease,Quran 2:2,Sahih Muslim 134,Primary,Doubt itself
66,Shakk,الشك,Negative,44,Certainty of Faith,اليقين,Disease,Quran 2:2,,Secondary,Opposite of yaqin
66,Shakk,الشك,Negative,22,Weak Faith,ضعف الإيمان,Disease,Quran 2:2,,Secondary,Weakens faith
66,Shakk,الشك,Negative,19,Doubt,الشك,Universal_Cure,Quran 2:2,Sahih Muslim 8,Universal,Yaqin is cure
68,Taswif,التسويف,Negative,8,Laziness,الكسل,Disease,Quran 63:10,Sahih al-Bukhari 6416,Primary,Procrastination
68,Taswif,التسويف,Negative,6,Hopelessness,اليأس,Disease,Quran 63:10,,Secondary,Can lead to despair
68,Taswif,التسويف,Negative,12,Tul al-Amal,طول الأمل,Disease,Quran 63:10,,Secondary,Related to long hope
68,Taswif,التسويف,Negative,8,Laziness,الكسل,Universal_Cure,Quran 66:8,Sahih Muslim 2749,Universal,Tawbah is cure
69,Qillat ash-Shukr,قلة الشكر,Negative,32,Weak Faith,ضعف الإيمان,Disease,Quran 14:7,Sahih Muslim 2819,Primary,Ingratitude
69,Qillat ash-Shukr,قلة الشكر,Negative,6,Kufr al-Ni'mah,كفر النعمة,Disease,Quran 14:7,,Secondary,Related
69,Qillat ash-Shukr,قلة الشكر,Negative,12,Pride,العجب,Disease,Quran 14:7,,Secondary,Self-amazement causes ingratitude
69,Qillat ash-Shukr,قلة الشكر,Negative,32,Weak Faith,ضعف الإيمان,Universal_Cure,Quran 14:7,Sahih Muslim 2819,Universal,Shukr is cure
70,Qillat as-Sabr,قلة الصبر,Negative,23,Impatience,قلة الصبر,Disease,Quran 2:153,Sahih Muslim 1053,Primary,Lack of patience
70,Qillat as-Sabr,قلة الصبر,Negative,33,Impatience,قلة الصبر,Disease,Quran 2:153,,Primary,Repeated
70,Qillat as-Sabr,قلة الصبر,Negative,1,Anger,الغضب,Disease,Quran 2:153,,Secondary,Anger can cause impatience
70,Qillat as-Sabr,قلة الصبر,Negative,23,Impatience,قلة الصبر,Universal_Cure,Quran 2:153,Sahih Muslim 1053,Universal,Sabr is cure
71,Tawbah,التوبة,Positive,47,Repentance,التوبة,Universal,Quran 66:8,Sahih Muslim 2749,Universal,Repentance is universal cure
71,Tawbah,التوبة,Positive,7,Guilt,الندم,Treatment,Quran 66:8,,Primary,Repentance heals guilt
71,Tawbah,التوبة,Positive,28,Shame after Sin,الخجل بعد الذنب,Treatment,Quran 66:8,,Primary,Repentance heals shame
71,Tawbah,التوبة,Positive,6,Hopelessness,اليأس,Treatment,Quran 66:8,,Primary,Repentance opens door to hope
72,Ikhlas,الإخلاص,Positive,42,Sincerity,الإخلاص,Universal,Quran 98:5,Sahih al-Bukhari 1,Universal,Sincerity is core
72,Ikhlas,الإخلاص,Positive,13,Showing Off,الرياء,Treatment,Quran 98:5,,Primary,Sincerity cures Riya
72,Ikhlas,الإخلاص,Positive,11,Arrogance,الكبر,Treatment,Quran 98:5,,Secondary,Sincerity is opposite of Kibr
73,Sidq,الصدق,Positive,13,Showing Off,الرياء,Universal,Quran 9:119,Sahih al-Bukhari 6094,Universal,Truthfulness cures many
73,Sidq,الصدق,Positive,29,Kadhib,الكذب,Treatment,Quran 9:119,,Primary,Truthfulness cures lies
73,Sidq,الصدق,Positive,18,Suspicion,سوء الظن,Treatment,Quran 9:119,,Secondary,Speak truth to cure suspicion
73,Sidq,الصدق,Positive,42,Sincerity,الإخلاص,Treatment,Quran 9:119,,Primary,Sincerity and truthfulness
74,Taqwa,التقوى,Positive,1,Anger,الغضب,Universal,Quran 2:197,Sahih Muslim 2564,Universal,Taqwa is universal protection
74,Taqwa,التقوى,Positive,11,Arrogance,الكبر,Treatment,Quran 2:197,,Primary,True honor is with taqwa
74,Taqwa,التقوى,Positive,15,Love of Dunya,حب الدنيا,Treatment,Quran 2:197,,Secondary,Piety prioritizes akhira
75,Sabr,الصبر,Positive,1,Anger,الغضب,Universal,Quran 2:153,Sahih Muslim 1053,Universal,Patience is universal cure
75,Sabr,الصبر,Positive,5,Sadness,الحزن,Treatment,Quran 2:153,,Primary,Patience in grief
75,Sabr,الصبر,Positive,17,Desire for Revenge,الانتقام,Treatment,Quran 2:153,,Primary,Patience in revenge
75,Sabr,الصبر,Positive,23,Impatience,قلة الصبر,Treatment,Quran 2:153,,Primary,Patience cures impatience
76,Shukr,الشكر,Positive,2,Jealousy,الحسد,Universal,Quran 14:7,Sahih Muslim 2819,Universal,Gratitude cures envy
76,Shukr,الشكر,Positive,12,Pride,العجب,Treatment,Quran 14:7,,Primary,Gratitude counters pride
76,Shukr,الشكر,Positive,6,Kufr al-Ni'mah,كفر النعمة,Treatment,Quran 14:7,,Primary,Gratitude counters ingratitude
76,Shukr,الشكر,Positive,25,Stinginess,البخل,Treatment,Quran 14:7,,Secondary,Gratitude encourages giving
77,Tawakkul,التوكل,Positive,3,Anxiety,القلق,Universal,Quran 3:159,Sahih al-Bukhari 6470,Universal,Trust is universal cure
77,Tawakkul,التوكل,Positive,4,Fear,الخوف,Treatment,Quran 3:159,,Primary,Trust cures fear
77,Tawakkul,التوكل,Positive,19,Doubt,الشك,Treatment,Quran 3:159,,Secondary,Trust cures doubt
77,Tawakkul,التوكل,Positive,29,Overthinking,كثرة التفكير,Treatment,Quran 3:159,,Primary,Trust cures overthinking
77,Tawakkul,التوكل,Positive,26,Excessive Attachment,التعلق الزائد,Treatment,Quran 3:159,,Primary,Trust detaches from creation
78,Khawf,الخوف,Positive,4,Fear,الخوف,Universal,Quran 3:175,Sahih Muslim 2758,Universal,Proper fear balances
78,Khawf,الخوف,Positive,45,Fear of Allah,خشية الله,Treatment,Quran 3:175,,Primary,Proper fear of Allah
78,Khawf,الخوف,Positive,43,Trust in Allah,التوكل على الله,Treatment,Quran 3:175,,Secondary,Balance with trust
79,Raja,الرجاء,Positive,6,Hopelessness,اليأس,Universal,Quran 39:53,Sahih Muslim 2877,Universal,Hope cures despair
79,Raja,الرجاء,Positive,3,Anxiety,القلق,Treatment,Quran 39:53,,Primary,Hope calms anxiety
79,Raja,الرجاء,Positive,4,Fear,الخوف,Treatment,Quran 39:53,,Primary,Hope balances fear
79,Raja,الرجاء,Positive,14,Yas,اليأس,Treatment,Quran 39:53,,Primary,Hope cures yas
80,Yaqin,اليقين,Positive,19,Doubt,الشك,Universal,Quran 2:2,Sahih Muslim 8,Universal,Certainty is universal cure
80,Yaqin,اليقين,Positive,22,Weak Faith,ضعف الإيمان,Treatment,Quran 2:2,,Primary,Certainty strengthens weak faith
80,Yaqin,اليقين,Positive,19,Doubt,الشك,Treatment,Quran 2:2,,Primary,Certainty cures shakk
81,Zuhd,الزهد,Positive,15,Love of Dunya,حب الدنيا,Universal,Quran 57:20,Sahih Ibn Majah 4102,Universal,Asceticism is universal
81,Zuhd,الزهد,Positive,14,Greed,الطمع,Treatment,Quran 57:20,,Primary,Zuhd cures greed
81,Zuhd,الزهد,Positive,26,Excessive Attachment,التعلق الزائد,Treatment,Quran 57:20,,Primary,Zuhd moderates attachment
82,Qana'ah,القناعة,Positive,14,Greed,الطمع,Universal,Quran 20:131,Sahih Muslim 1051,Universal,Contentment is universal
82,Qana'ah,القناعة,Positive,2,Jealousy,الحسد,Treatment,Quran 20:131,,Primary,Contentment cures envy
82,Qana'ah,القناعة,Positive,39,Envy of Status,حب الجاه,Treatment,Quran 20:131,,Primary,Contentment cures status envy
83,Wara',الورع,Positive,23,Impatience,قلة الصبر,Universal,Quran 2:168,Sahih al-Bukhari 52,Universal,Restraint is universal
83,Wara',الورع,Positive,14,Greed,الطمع,Treatment,Quran 2:168,,Primary,Wara' restrains greed
83,Wara',الورع,Positive,1,Anger,الغضب,Treatment,Quran 2:168,,Secondary,Restraint curbs anger
84,Haya',الحياء,Positive,1,Anger,الغضب,Universal,Quran 7:26,Sahih al-Bukhari 6117,Universal,Modesty is universal
84,Haya',الحياء,Positive,1,Anger,الغضب,Treatment,Quran 7:26,,Primary,Modesty controls anger
84,Haya',الحياء,Positive,13,Showing Off,الرياء,Treatment,Quran 7:26,,Secondary,Modesty restrains showing off
85,Rifq,الرفق,Positive,1,Anger,الغضب,Universal,Quran 3:159,Sahih Muslim 2593,Universal,Gentleness is universal
85,Rifq,الرفق,Positive,1,Anger,الغضب,Treatment,Quran 3:159,,Primary,Gentleness cures anger
85,Rifq,الرفق,Positive,16,Hatred,الحقد,Treatment,Quran 3:159,,Secondary,Gentleness cures hatred
86,Hilm,الحلم,Positive,1,Anger,الغضب,Universal,Quran 3:134,Sahih al-Bukhari 6114,Universal,Forbearance is universal
86,Hilm,الحلم,Positive,1,Anger,الغضب,Treatment,Quran 3:134,,Primary,Forbearance cures anger
86,Hilm,الحلم,Positive,16,Hatred,الحقد,Treatment,Quran 3:134,,Secondary,Forbearance cures hatred
87,Rahmah,الرحمة,Positive,16,Hatred,الحقد,Universal,Quran 21:107,Sahih al-Bukhari 6013,Universal,Mercy is universal
87,Rahmah,الرحمة,Positive,9,Hard-heartedness,قسوة القلب,Treatment,Quran 21:107,,Primary,Mercy softens hard heart
87,Rahmah,الرحمة,Positive,24,Hard-heartedness,قسوة القلب,Treatment,Quran 21:107,,Primary,Repeated
88,Afw,العفو,Positive,1,Anger,الغضب,Universal,Quran 42:40,Sahih Muslim 2588,Universal,Forgiveness is universal
88,Afw,العفو,Positive,16,Hatred,الحقد,Treatment,Quran 42:40,,Primary,Forgiveness cures hatred
88,Afw,العفو,Positive,17,Desire for Revenge,الانتقام,Treatment,Quran 42:40,,Primary,Forgiveness leaves vengeance to Allah
89,Safh,الصفح,Positive,16,Hatred,الحقد,Universal,Quran 24:22,Sahih Muslim 2588,Universal,Pardoning is universal
89,Safh,الصفح,Positive,16,Hatred,الحقد,Treatment,Quran 24:22,,Primary,Safh cures Hiqd
89,Safh,الصفح,Positive,17,Desire for Revenge,الانتقام,Treatment,Quran 24:22,,Primary,Safh abandons revenge
90,Ihsan,الإحسان,Positive,13,Showing Off,الرياء,Universal,Quran 16:90,Sahih Muslim 8,Universal,Ihsan is universal
90,Ihsan,الإحسان,Positive,13,Showing Off,الرياء,Treatment,Quran 16:90,,Primary,Ihsan cures Riya
90,Ihsan,الإحسان,Positive,38,Excessive Attachment,التعلق الزائد,Treatment,Quran 16:90,,Secondary,Ihsan balances attachment
91,Mahabbah,المحبة,Positive,9,Loneliness,الوحدة,Universal,Quran 2:165,Sahih al-Bukhari 6502,Universal,Love is universal
91,Mahabbah,المحبة,Positive,9,Loneliness,الوحدة,Treatment,Quran 2:165,,Primary,Love cures loneliness
91,Mahabbah,المحبة,Positive,50,Nearness to Allah,القرب من الله,Treatment,Quran 2:165,,Primary,Love brings nearness to Allah
92,Khushu',الخشوع,Positive,11,Arrogance,الكبر,Universal,Quran 23:1-2,Sahih Muslim 489,Universal,Khushu' is universal
92,Khushu',الخشوع,Positive,5,Sadness,الحزن,Treatment,Quran 23:1-2,,Secondary,Khushu' brings comfort
92,Khushu',الخشوع,Positive,9,Hard-heartedness,قسوة القلب,Treatment,Quran 23:1-2,,Primary,Khushu' softens hard heart
93,Inabah,الإنابة,Positive,47,Repentance,التوبة,Universal,Quran 39:54,Sahih Muslim 2702,Universal,Inabah is universal
93,Inabah,الإنابة,Positive,7,Guilt,الندم,Treatment,Quran 39:54,,Primary,Inabah heals guilt
93,Inabah,الإنابة,Positive,28,Shame after Sin,الخجل بعد الذنب,Treatment,Quran 39:54,,Primary,Inabah heals shame
94,Uns billah,الأنس بالله,Positive,9,Loneliness,الوحدة,Universal,Quran 13:28,Sahih Muslim 2675,Universal,Comfort in Allah is universal
94,Uns billah,الأنس بالله,Positive,9,Loneliness,الوحدة,Treatment,Quran 13:28,,Primary,Comfort in Allah cures loneliness
94,Uns billah,الأنس بالله,Positive,8,Laziness,الكسل,Treatment,Quran 13:28,,Secondary,Energizes worship
95,Muhasabah,المحاسبة,Positive,7,Guilt,الندم,Universal,Quran 59:18,Sahih Muslim 2816,Universal,Self-accounting is universal
95,Muhasabah,المحاسبة,Positive,7,Guilt,الندم,Treatment,Quran 59:18,,Primary,Self-accounting processes guilt
95,Muhasabah,المحاسبة,Positive,47,Repentance,التوبة,Treatment,Quran 59:18,,Secondary,Part of repentance
96,Muraqabah,المراقبة,Positive,21,Distractedness,الغفلة,Universal,Quran 50:16,Sahih Muslim 8,Universal,Watchfulness is universal
96,Muraqabah,المراقبة,Positive,10,Emptiness,الفراغ الروحي,Treatment,Quran 50:16,,Primary,Muraqabah guards against emptiness
96,Muraqabah,المراقبة,Positive,21,Distractedness,الغفلة,Treatment,Quran 50:16,,Primary,Repeated
97,Ikhbat,الإخبات,Positive,11,Arrogance,الكبر,Universal,Quran 22:34,Sahih Muslim 2865,Universal,Humility is universal
97,Ikhbat,الإخبات,Positive,11,Arrogance,الكبر,Treatment,Quran 22:34,,Primary,Ikhbat is opposite of Kibr
98,Tawadu',التواضع,Positive,11,Arrogance,الكبر,Universal,Quran 25:63,Sahih Muslim 2588,Universal,Tawadu' is universal
98,Tawadu',التواضع,Positive,11,Arrogance,الكبر,Treatment,Quran 25:63,,Primary,Tawadu' cures Kibr
98,Tawadu',التواضع,Positive,12,Pride,العجب,Treatment,Quran 25:63,,Primary,Tawadu' cures Ujb
99,Sakinah,السكينة,Positive,3,Anxiety,القلق,Universal,Quran 48:4,Sahih al-Bukhari 3614,Universal,Tranquility is universal
99,Sakinah,السكينة,Positive,3,Anxiety,القلق,Treatment,Quran 48:4,,Primary,Tranquility cures anxiety
99,Sakinah,السكينة,Positive,29,Overthinking,كثرة التفكير,Treatment,Quran 48:4,,Primary,Tranquility cures overthinking
100,Ridha,الرضا,Positive,2,Jealousy,الحسد,Universal,Quran 98:8,Sahih Muslim 2815,Universal,Resignation is universal
100,Ridha,الرضا,Positive,2,Jealousy,الحسد,Treatment,Quran 98:8,,Primary,Contentment cures envy
100,Ridha,الرضا,Positive,23,Impatience,قلة الصبر,Treatment,Quran 98:8,,Primary,Resignation cures impatience
101,Shawq ila Allah,الشوق إلى الله,Positive,48,Spiritual Longing,الشوق إلى الله,Universal,Quran 29:5,Sahih al-Bukhari 6507,Universal,Longing is universal
101,Shawq ila Allah,الشوق إلى الله,Positive,48,Spiritual Longing,الشوق إلى الله,Treatment,Quran 29:5,,Primary,Shawq itself
101,Shawq ila Allah,الشوق إلى الله,Positive,16,Karahiyyat al-Mawt,كراهية الموت,Treatment,Quran 29:5,,Primary,Longing for Allah cures fear of death
102,Mahabbat ar-Rasul,محبة الرسول,Positive,34,Hopelessness,اليأس,Universal,Quran 9:24,Sahih al-Bukhari 15,Universal,Love of Prophet is universal
102,Mahabbat ar-Rasul,محبة الرسول,Positive,34,Hopelessness,اليأس,Treatment,Quran 9:24,,Primary,Following Prophet's example cures despair
102,Mahabbat ar-Rasul,محبة الرسول,Positive,42,Sincerity,الإخلاص,Treatment,Quran 9:24,,Primary,Love of Prophet exemplifies sincerity
103,Tafakkur,التفكر,Positive,19,Doubt,الشك,Universal,Quran 3:191,Sahih Muslim 2699,Universal,Reflection is universal
103,Tafakkur,التفكر,Positive,35,Stinginess,البخل,Treatment,Quran 3:191,,Primary,Reflection cures stinginess
103,Tafakkur,التفكر,Positive,20,Confusion,الحيرة,Treatment,Quran 3:191,,Secondary,Reflection aids clarity
104,Tadhakkur,التذكر,Positive,10,Emptiness,الفراغ الروحي,Universal,Quran 13:28,Sahih Muslim 2675,Universal,Remembrance is universal
104,Tadhakkur,التذكر,Positive,10,Emptiness,الفراغ الروحي,Treatment,Quran 13:28,,Primary,Remembrance fills emptiness
104,Tadhakkur,التذكر,Positive,21,Distractedness,الغفلة,Treatment,Quran 13:28,,Primary,Remembrance counters heedlessness
105,Tafwid,التفويض,Positive,3,Anxiety,القلق,Universal,Quran 40:44,Sahih al-Bukhari 6369,Universal,Delegation is universal
105,Tafwid,التفويض,Positive,3,Anxiety,القلق,Treatment,Quran 40:44,,Primary,Delegation to Allah cures anxiety
105,Tafwid,التفويض,Positive,29,Overthinking,كثرة التفكير,Treatment,Quran 40:44,,Primary,Delegation cures overthinking
106,Haybah,الهيبة,Positive,1,Anger,الغضب,Universal,Quran 59:21,Sahih Muslim 2356,Universal,Awe of Allah is universal
106,Haybah,الهيبة,Positive,1,Anger,الغضب,Treatment,Quran 59:21,,Secondary,Awe of Allah calms anger
106,Haybah,الهيبة,Positive,2,Jealousy,الحسد,Treatment,Quran 59:21,,Primary,Awe of Allah cures envy
107,Basirah,البصيرة,Positive,19,Doubt,الشك,Universal,Quran 12:108,Sahih Muslim 2699,Universal,Insight is universal
107,Basirah,البصيرة,Positive,20,Confusion,الحيرة,Treatment,Quran 12:108,,Primary,Basirah cures confusion
107,Basirah,البصيرة,Positive,19,Doubt,الشك,Treatment,Quran 12:108,,Primary,Basirah cures doubt
108,Firasah,الفراسة,Positive,20,Confusion,الحيرة,Universal,Quran 15:75,Jami at-Tirmidhi 3127,Universal,Intuition is universal
108,Firasah,الفراسة,Positive,20,Confusion,الحيرة,Treatment,Quran 15:75,,Primary,Firasah cures confusion
108,Firasah,الفراسة,Positive,19,Doubt,الشك,Treatment,Quran 15:75,,Secondary,Intuition aids certainty
109,Samt,الصمت,Positive,1,Anger,الغضب,Universal,Quran 50:18,Sahih al-Bukhari 6475,Universal,Silence is universal
109,Samt,الصمت,Positive,1,Anger,الغضب,Treatment,Quran 50:18,,Primary,Silence cures anger
109,Samt,الصمت,Positive,13,Showing Off,الرياء,Treatment,Quran 50:18,,Secondary,Silence reduces showing off
110,Husn az-Zann billah,حسن الظن بالله,Positive,3,Anxiety,القلق,Universal,Quran 39:53,Sahih Muslim 2877,Universal,Good expectation of Allah is universal
110,Husn az-Zann billah,حسن الظن بالله,Positive,3,Anxiety,القلق,Treatment,Quran 39:53,,Primary,Good expectation cures anxiety
110,Husn az-Zann billah,حسن الظن بالله,Positive,4,Fear,الخوف,Treatment,Quran 39:53,,Primary,Good expectation of Allah cures fear
111,Hikmah,الحكمة,Positive,20,Confusion,الحيرة,Universal,Quran 2:269,Sahih al-Bukhari 73,Universal,Wisdom is universal
111,Hikmah,الحكمة,Positive,20,Confusion,الحيرة,Treatment,Quran 2:269,,Primary,Hikmah cures confusion
111,Hikmah,الحكمة,Positive,38,Excessive Attachment,التعلق الزائد,Treatment,Quran 2:269,,Primary,Wisdom balances attachment
112,Adl,العدل,Positive,17,Desire for Revenge,الانتقام,Universal,Quran 16:90,Sahih Muslim 1827,Universal,Justice is universal
112,Adl,العدل,Positive,17,Desire for Revenge,الانتقام,Treatment,Quran 16:90,,Primary,Justice replaces revenge
112,Adl,العدل,Positive,38,Excessive Attachment,التعلق الزائد,Treatment,Quran 16:90,,Primary,Justice balances attachment
113,Amanah,الأمانة,Positive,30,Khiyanah,الخيانة,Universal,Quran 4:58,Sahih al-Bukhari 33,Universal,Trustworthiness is universal
113,Amanah,الأمانة,Positive,30,Khiyanah,الخيانة,Treatment,Quran 4:58,,Primary,Amanah cures betrayal
113,Amanah,الأمانة,Positive,1,Anger,الغضب,Treatment,Quran 4:58,,Secondary,Trustworthiness guards against anger
114,Wafa bil-Ahd,الوفاء بالعهد,Positive,42,Ikhlaf al-Wa'd,إخلاف الوعد,Universal,Quran 17:34,Sahih al-Bukhari 33,Universal,Fulfilling promises is universal
114,Wafa bil-Aهد,الوفاء بالعهد,Positive,42,Ikhlaf al-Wa'd,إخلاف الوعد,Treatment,Quran 17:34,,Primary,Wafa cures breaking promises
114,Wafa bil-Ahd,الوفاء بالعهد,Positive,1,Anger,الغضب,Treatment,Quran 17:34,,Secondary,Keeping promises even when angry
115,Shaja'ah,الشجاعة,Positive,4,Fear,الخوف,Universal,Quran 3:175,Sahih al-Bukhari 2820,Universal,Courage is universal
115,Shaja'ah,الشجاعة,Positive,4,Fear,الخوف,Treatment,Quran 3:175,,Primary,Shaja'ah cures fear
115,Shaja'ah,الشجاعة,Positive,9,Hard-heartedness,قسوة القلب,Treatment,Quran 3:175,,Secondary,Courage faces challenges
116,Iffah,العفة,Positive,14,Greed,الطمع,Universal,Quran 24:33,Sahih al-Bukhari 1469,Universal,Chastity is universal
116,Iffah,العفة,Positive,14,Greed,الطمع,Treatment,Quran 24:33,,Primary,Iffah restrains greed
116,Iffah,العفة,Positive,15,Love of Dunya,حب الدنيا,Treatment,Quran 24:33,,Secondary,Iffah moderates dunya attachment
117,Sakhawah,السخاوة,Positive,25,Stinginess,البخل,Universal,Quran 2:261,Sahih al-Bukhari 6035,Universal,Generosity is universal
117,Sakhawah,السخاوة,Positive,25,Stinginess,البخل,Treatment,Quran 2:261,,Primary,Generosity cures stinginess
117,Sakhawah,السخاوة,Positive,35,Stinginess,البخل,Treatment,Quran 2:261,,Primary,Repeated
118,Ithar,الإيثار,Positive,25,Stinginess,البخل,Universal,Quran 59:9,Sahih al-Bukhari 3798,Universal,Selflessness is universal
118,Ithar,الإيثار,Positive,25,Stinginess,البخل,Treatment,Quran 59:9,,Primary,Ithar cures stinginess
118,Ithar,الإيثار,Positive,15,Love of Dunya,حب الدنيا,Treatment,Quran 59:9,,Secondary,Ithar counters dunya love
119,Husn al-Khuluq,حسن الخلق,Positive,1,Anger,الغضب,Universal,Quran 68:4,Sahih Muslim 2321,Universal,Good character is universal
119,Husn al-Khuluq,حسن الخلق,Positive,1,Anger,الغضب,Treatment,Quran 68:4,,Primary,Good character cures anger
119,Husn al-Khuluq,حسن الخلق,Positive,18,Suspicion,سوء الظن,Treatment,Quran 68:4,,Secondary,Good character reduces suspicion
120,Haya' min Allah,الحياء من الله,Positive,1,Anger,الغضب,Universal,Quran 7:26,Jami at-Tirmidhi 2458,Universal,Modesty before Allah is universal
120,Haya' min Allah,الحياء من الله,Positive,1,Anger,الغضب,Treatment,Quran 7:26,,Primary,Modesty before Allah cures anger
120,Haya' min Allah,الحياء من الله,Positive,13,Showing Off,الرياء,Treatment,Quran 7:26,,Secondary,Modesty before Allah reduces showing off
121,Istiqamah,الاستقامة,Positive,21,Distractedness,الغفلة,Universal,Quran 41:30,Sahih Muslim 38,Universal,Steadfastness is universal
121,Istiqamah,الاستقامة,Positive,8,Laziness,الكسل,Treatment,Quran 41:30,,Primary,Istiqamah counters laziness
121,Istiqamah,الاستقامة,Positive,21,Distractedness,الغفلة,Treatment,Quran 41:30,,Primary,Steadfastness counters distraction
122,Mujahadah,المجاهدة,Positive,8,Laziness,الكسل,Universal,Quran 29:69,Sahih Muslim 2664,Universal,Striving is universal
122,Mujahadah,المجاهدة,Positive,8,Laziness,الكسل,Treatment,Quran 29:69,,Primary,Striving counters laziness
122,Mujahadah,المجاهدة,Positive,13,Ittiba al-Hawa,اتباع الهوى,Treatment,Quran 29:69,,Primary,Striving against desires
123,Murabitah,المرابطة,Positive,21,Distractedness,الغفلة,Universal,Quran 3:200,Sahih Muslim 251,Universal,Steadfast guard is universal
123,Murabitah,المرابطة,Positive,21,Distractedness,الغفلة,Treatment,Quran 3:200,,Primary,Murabitah counters distraction
123,Murabitah,المرابطة,Positive,8,Laziness,الكسل,Treatment,Quran 3:200,,Secondary,Steadfast guard enables action
124,Faqr ila Allah,الفقر إلى الله,Positive,15,Love of Dunya,حب الدنيا,Universal,Quran 35:15,Sahih Muslim 2577,Universal,Neediness of Allah is universal
124,Faqr ila Allah,الفقر إلى الله,Positive,15,Love of Dunya,حب الدنيا,Treatment,Quran 35:15,,Primary,Neediness of Allah cures dunya love
124,Faqr ila Allah,الفقر إلى الله,Positive,26,Excessive Attachment,التعلق الزائد,Treatment,Quran 35:15,,Primary,Neediness of Allah detaches from creation
125,Ubudiyyah,العبودية,Positive,40,Emptiness,الفراغ الروحي,Universal,Quran 51:56,Sahih Muslim 8,Universal,Servanthood is universal
125,Ubudiyyah,العبودية,Positive,40,Emptiness,الفراغ الروحي,Treatment,Quran 51:56,,Primary,Ubudiyyah fills emptiness
125,Ubudiyyah,العبودية,Positive,50,Nearness to Allah,القرب من الله,Treatment,Quran 51:56,,Primary,Servanthood brings nearness
126,Tafarrugh lil-Ibadah,التفرغ للعبادة,Positive,8,Laziness,الكسل,Universal,Quran 62:10,Jami at-Tirmidhi 2466,Universal,Dedication to worship is universal
126,Tafarrugh lil-Ibadah,التفرغ للعبادة,Positive,8,Laziness,الكسل,Treatment,Quran 62:10,,Primary,Dedication counters laziness
126,Tafarrugh lil-Ibadah,التفرغ للعبادة,Positive,21,Distractedness,الغفلة,Treatment,Quran 62:10,,Primary,Dedication counters distraction
127,Sidq al-Mahabbah,صدق المحبة,Positive,42,Sincerity,الإخلاص,Universal,Quran 3:31,Sahih al-Bukhari 15,Universal,True love is universal
127,Sidq al-Mahabbah,صدق المحبة,Positive,42,Sincerity,الإخلاص,Treatment,Quran 3:31,,Primary,True love is part of sincerity
